Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
MZM,Soviet Union,1981,?,60,?,T-54,tank,60,?,1982,Second hand,Second-hand,0.44,26.4,26.4
MZM,Soviet Union,1982,?,50,?,T-55,tank,50,?,1983,Second hand,Second-hand,0.5,25,25
MZM,Soviet Union,1982,?,60,?,T-55,tank,60,?,1983; 1984; 1985,Second hand,Second-hand,0.5,30,30
MZM,Soviet Union,1978,?,100,?,V-601,SAM,100,?,1979,New,,0.12,12,12
MZM,Soviet Union,1976,?,7,?,Z-226,trainer aircraft,7,,1976,Second hand,Second-hand; aid,0.04,0.28,0.28
MZM,Soviet Union,1982,?,20,?,ZSU-57-2,self-propelled AA gun,20,?,1983; 1984,Second hand,Second-hand,0.48,9.6,9.6
MAA,Canada,1977,,2,,DHC-5 Buffalo,transport aircraft,2,,1977; 1978,New,,13.22,26.44,26.44
MAA,France,1969,?,30,?,AML,armoured car,30,?,1970,New,AML-60 and AML-90 version,0.7,21,21
MAA,France,1976,?,30,?,AML,armoured car,30,?,1976; 1977,New,AML-60 and AML-90 version,0.7,21,21
MAA,France,1961,?,4,,MH-1521 Broussard,light aircraft,4,?,1961; 1962; 1963,Second hand,Second-hand; aid,0.15,0.61,0.61
MAA,France,1962,?,4,,C-47 Skytrain,transport aircraft,4,,1962; 1963; 1964; 1965,Second hand,Second-hand; aid,1,4,4
MAA,France,1960,?,1,,C-47 Skytrain,transport aircraft,1,,1960,Second hand,Second-hand; aid,1,1,1
MAA,France,1971,,1,,C-47 Skytrain,transport aircraft,1,,1971,Second hand,Second-hand; aid,1,1,1
MAA,France,1975,?,2,,Cessna-337/O-2,light aircraft,2,,1976,New,Originally 4 ordered; but last 2 cancelled; FTB-337 Milirole version,0.35,0.7,0.7
MAA,France,1963,?,15,?,EBR-75,armoured car,15,?,1963,Second hand,Second-hand,0.28,4.2,4.2
MAA,France,1978,?,35,?,M-101A1 105mm,towed gun,35,?,1979,Second hand,Second-hand; possibly incl some from other supplier,0.18,6.3,6.3
MAA,France,1977,?,12,,M-3 VTT,APC,12,,1978,New,,0.16,1.92,1.92
MAA,France,1960,?,15,?,M-8 Greyhound,armoured car,15,?,1960; 1961,Second hand,Second-hand,0.08,1.14,1.14
MAA,France,1988,?,40,?,MILAN,anti-tank missile,40,?,1989,New,Status uncertain,0.01,0.4,0.4
MAA,France,1992,,1,,OPV-54,patrol craft,1,,1994,New,Mauritanian designation Aboubekr ben Amer; option on 1 more not used,15.5,15.5,15.5
MAA,France,1982,,1,,Patra,patrol craft,1,,1982,New,Mauritanian designation El Nasr,7.2,7.2,7.2
MAA,Germany,1990,,1,,Neustadt,patrol craft,1,,1990,Second hand,Second-hand; Mauritanian designation Z'bar,4.8,4.8,4.8
MAA,Italy,1972,?,1,?,AL-60,light transport aircraft,1,,1973,New,AL-60B-1 version,0.24,0.24,0.24
MAA,Niger,1973,,2,,Cessna-337/O-2,light aircraft,2,,1973,Second hand,Ex-Niger; Cessna-337F version,0.14,0.28,0.28
MAA,Spain,1977,?,2,,Centinela,patrol craft,2,,1977,Second hand,Second-hand; Mauritanian designation Tekane,2.8,5.6,5.6
MAA,Spain,1976,,2,,TNC-36,patrol craft,2,,1979,New,Mauritanian designation El Vaiz,9,18,18
MAA,Spain,1979,,1,,TNC-36,patrol craft,1,,1982,New,Mauritanian designation El Vaiz,9,9,9
MAA,United Kingdom,1975,,9,,BN-2 Islander,light transport aircraft,9,?,1976; 1978,New,Armed BN-2 Defender version,0.6,5.4,5.4
MAA,United Kingdom,1989,,1,,Island,OPV,1,,1989,Second hand,Second-hand; lease until bought in 1991 (financed by FRG); Mauritanian designation N'Madi,8,8,8
MAA,United Kingdom,1990,?,40,?,Saladin,armoured car,40,?,1990,Second hand,Supplier uncertain; second-hand,0.28,11.2,11.2
MAA,United Kingdom,1990,?,5,,Saracen,APC,5,?,1990,Second hand,Second-hand; supplier uncertain,0.08,0.4,0.4
MAA,United Kingdom,1974,?,2,,Skyvan,light transport aircraft,2,,1975,New,,2.5,5,5
MAA,United States,1980,?,2,,PA-31T MS Cheyenne,maritime patrol aircraft,2,,1981,New,,7.5,15,15
MAA,Soviet Union,1970,?,2,,Mirny,OPV,2,?,1971,Second hand,Second-hand whalers used as OPV; Mauritanian designation Boulanouar,6,12,12
MAA,Soviet Union,1980,?,3,?,SON-9,fire control radar,3,?,1981,Second hand,Supplier uncertain; probably second-hand; for use with S-60 57mm and 12 KS-19 100mm AA guns,0.24,0.72,0.72
MAA,Soviet Union,1990,?,35,?,T-55,tank,35,?,1991,Second hand,Supplier uncertain; second-hand,0.5,17.5,17.5
MAA,unknown supplier(s),1984,?,20,?,D-74 122mm,towed gun,20,?,1985,Second hand,Probably second-hand,0.16,3.2,3.2
MAA,unknown supplier(s),1974,?,2,,DC-4/C-54,transport aircraft,2,,1974,Second hand,Second-hand,2.5,5,5
MAA,unknown supplier(s),1980,?,12,?,KS-19 100mm,AA gun,12,?,1981,Second hand,Second-hand,0.24,2.88,2.88
MAA,unknown supplier(s),1984,?,10,?,Strela-2,portable SAM,10,?,1984,New,,0.04,0.4,0.4
MAW,France,1984,,5,?,AS-350/AS-550 Fennec,light helicopter,5,?,1984; 1985; 1989; 1990,New,,0.9,4.5,4.5
MAW,France,1984,,1,,AS365/AS565 Panther,helicopter,1,,1985,New,For VIP transport,3.25,3.25,3.25
MAW,France,1978,?,1,,SA-316B Alouette-3,light helicopter,1,,1978,New,,0.9,0.9,0.9
MAW,France,1977,?,3,,SA-330 Puma,helicopter,3,?,1977; 1978; 1979,New,,6,18,18
MAW,Germany,1985,,3,,Do-228,light transport aircraft,3,,1986; 1988,New,Do-228-201 version; partly exchanged for second-hand Do-28D transport aircarft,2.2,6.6,6.6
MAW,Germany,1989,,1,,Do-228,light transport aircraft,1,,1989,New,Do-228-202 version,2.2,2.2,2.2
MAW,Germany,1978,?,6,,Do-27,light transport aircraft,6,,1979; 1980,Second hand but modernized,Second-hand aircraft sold back to producer; modernized and sold to Malawi,0.08,0.48,0.48
MAW,Germany,1975,?,4,,Do-28D Skyservant,light transport aircraft,4,,1976; 1979,New,Do-128D-2 version,0.9,3.6,3.6
MAW,Germany,1979,,4,,Do-28D Skyservant,light transport aircraft,4,,1980,New,Do-128D-2 version,0.9,3.6,3.6
MAW,South Africa,1970,?,10,?,Ferret,APV,10,?,1972,Second hand,Second-hand,0.05,0.48,0.48
MAW,United Kingdom,1985,,70,?,Blowpipe,portable SAM,70,?,1985; 1986,New,Deal incl also 14 launchers,0.06,4.2,4.2
MAW,United Kingdom,1985,?,3,?,BN-2 Islander,light transport aircraft,3,?,1986; 1987,New,Armed BN-2T Defender version; for police border patrol,0.6,1.8,1.8
MAW,United Kingdom,1964,?,4,,C-47 Skytrain,transport aircraft,4,?,1964,Second hand,Second-hand,1,4,4
MAW,United Kingdom,1985,?,1,?,Cymbeline,artillery locating radar,1,?,1986,New,,2.38,2.38,2.38
MAW,United Kingdom,1981,?,20,,Fox,armoured car,20,?,1981,New,,0.35,7,7
MAW,United Kingdom,1979,?,12,,L-118 105mm,towed gun,12,?,1981,New,,0.6,7.2,7.2
MAW,United Kingdom,1964,?,2,,Pembroke,light transport aircraft,2,?,1964,Second hand,Second-hand; Pembroke C-52 version,0.7,1.41,1.41
MAW,United Kingdom,1979,?,4,?,Skyvan,light transport aircraft,4,?,1980,New,For police,2.5,10,10
MAW,United States,1989,?,2,,BT-67,transport aircraft,2,,1990,New,,4.25,8.5,8.5
NAM,United States,1992,,6,?,Cessna-337/O-2,light aircraft,6,?,1994,Second hand,Second-hand; possibly incl for MP; no. could be up to 13 including some for spare parts only,0.14,0.84,0.84
NIG,Algeria,1967,,2,?,Il-28,bomber aircraft,2,?,1968,Second hand,Second-hand,2.88,5.76,5.76
NIG,Austria,1984,?,75,?,4K-7FA,APC,75,?,1984; 1985; 1986,New,,0.3,22.5,22.5
NIG,Austria,1981,,25,?,4K-7FA,APC,25,?,1981,New,Incl 2 ARV; 2 command post and 2 ambulance versions,0.3,7.5,7.5
NIG,Austria,1981,,70,,4K-7FA,APC,70,,1982; 1983,New,Incl 15 mortar carrier; CP and ambulance version and 4 ARV,0.3,21,21
NIG,Austria,1967,?,2,?,S-55,helicopter,2,?,1967,Second hand,Second-hand; Whirlwind HAR-3 version; no. could be 8,0.48,0.96,0.96
NIG,Belgium,1967,?,5,,C-47 Skytrain,transport aircraft,5,,1969,Second hand,Second-hand,1,5,5
NIG,Belgium,1968,?,1,,PA-23 Aztec,light aircraft,1,,1969,Second hand,Second-hand,0.14,0.14,0.14
NIG,Brazil,1992,?,75,?,EE-9 Cascavel,armoured car,75,?,1994,New,,0.72,54,54
NIG,Canada,1982,?,2,,APS-504(V),MP aircraft radar,2,,1986,New,For 2 F-27 Maritime MP aircraft from Netherlands,2.5,5,5
NIG,Czechoslovakia,1965,,26,,L-29 Delfin,trainer aircraft,26,?,1967; 1969; 1971,New,,1,26,26
NIG,Czechoslovakia,1984,?,24,,L-39Z Albatros,trainer/combat aircraft,24,,1986; 1987,New,L-39ZA version,4,96,96
NIG,Egypt,1967,?,4,?,Il-28,bomber aircraft,4,?,1968,Second hand,Second-hand,2.88,11.52,11.52
NIG,Egypt,1968,?,31,,MiG-17,fighter aircraft,31,?,1968; 1969; 1970,Second hand,Second-hand; possibly incl MiG-17 from Soviet Union and/or Poland; for use in war against Biafra,1.4,43.4,43.4
NIG,France,1979,,54,,AML,armoured car,54,?,1980; 1981,New,AML-60 and AML-90 version,0.7,37.8,37.8
NIG,France,1981,,70,,AML,armoured car,70,,1982,New,AML-60 and AML-90 version,0.7,49,49
NIG,France,1967,,13,?,AML,armoured car,13,?,1968,New,AML-60 and AML-90 version,0.7,9.1,9.1
NIG,France,1985,,4,?,AS-532 Cougar,transport helicopter,4,?,1989; 1990,New,Partly paid by sale of 9 Nigerian SA-330 helicopters to producer; AS-332M1 version; more ordered but cancelled for financial reasons,7.25,29,29
NIG,France,1977,,3,,Combattante-3,FAC,3,,1982,New,Combattante-3B version; Nigerian designation Siri,57,171,171
NIG,France,1965,?,1,,DC-4/C-54,transport aircraft,1,,1965,Second hand,Second-hand Navy,2.5,2.5,2.5
NIG,France,1986,,10,?,ERC-90,armoured car,10,?,1987; 1988,New,ERC-90 Sagaie version,0.8,8,8
NIG,France,1977,?,40,?,MM-38 Exocet,anti-ship missile,40,?,1980,New,For Combattante-3B (Siri) FAC,0.75,30,30
NIG,France,1979,,24,,Larzac,turbofan,24,?,1981; 1982,New,For 12 Alpha Jet trainer/combat aircraft from Germany,0.6,14.4,14.4
NIG,France,1983,,24,,Larzac,turbofan,24,?,1985; 1986,New,For 12 Alpha Jet trainer/combat aircraft from Germany,0.6,14.4,14.4
NIG,France,1979,,18,,M-3 VTT,APC,18,?,1980; 1981,New,,0.16,2.88,2.88
NIG,France,1985,?,2,?,DRPT-5 Rasit,ground surv radar,2,?,1986,New,,0.1,0.2,0.2
NIG,France,1982,,300,?,Roland,SAM,300,?,1984; 1985,New,For Roland SAM systems,0.12,36,36
NIG,France,1982,,16,,Roland,mobile SAM system,16,?,1984; 1985,New,Option on 16 more not used,10,160,160
NIG,France,1976,,15,,SA-330 Puma,helicopter,15,,1976; 1977; 1978,New,,6,90,90
NIG,France,1990,?,72,,VBL,APV,72,?,1990; 1994,New,,0.12,8.64,8.64
NIG,Germany,1979,,12,,Alpha Jet,trainer/combat aircraft,12,?,1981; 1982,New,DM150 m deal; Alpha Jet-E version,7.4,88.8,88.8
NIG,Germany,1983,,12,,Alpha Jet,trainer/combat aircraft,12,?,1985; 1986,New,Alpha Jet-E version,7.4,88.8,88.8
NIG,Germany,1978,?,20,,Bo-105,light helicopter,20,?,1978; 1979,New,,1.2,24,24
NIG,Germany,1973,,4,,Bo-105,light helicopter,4,,1974,New,For SAR,1.2,4.8,4.8
NIG,Germany,1982,,16,,Do-128,light transport aircraft,16,?,1984; 1985; 1986,New,,1,16,16
NIG,Germany,1983,,3,,Do-228,light transport aircraft,3,,1984; 1988,New,Incl 1 Do-228-100 and 2 Do-228-200 version; incl 2 for VIP transport,2.2,6.6,6.6
NIG,Germany,1986,?,6,,Do-228,light transport aircraft,6,,1996,New,Do-228-212 version; for police/border patrol,2.2,13.2,13.2
NIG,Germany,1963,,20,,Do-27,light transport aircraft,20,,1963,Second hand,Second-hand; aid,0.05,0.96,0.96
NIG,Germany,1973,?,20,,Do-28D Skyservant,light transport aircraft,20,?,1974; 1975; 1976; 1977; 1978,New,,0.9,18,18
NIG,Germany,1980,?,2,,Do-28D Skyservant,light transport aircraft,2,,1985,New,,0.9,1.8,1.8
NIG,Germany,1977,,3,,FPB-57,FAC,3,,1980; 1981,New,$65 m deal; Nigerian designation Ekpe,63,189,189
NIG,Germany,1977,,1,,MEKO-360,frigate,1,,1982,New,Nigerian designation Republic,242,242,242
NIG,Germany,1961,?,2,?,Noratlas,transport aircraft,2,,1963,Second hand,Probably Second-hand,2.8,5.6,5.6
NIG,Germany,1963,?,14,,P-149D,light aircraft,14,,1963,Second hand,Second-hand; aid,0.08,1.06,1.06
NIG,Germany,1976,,2,,RoRo-1300t,landing ship,2,,1979,New,Nigerian designation Ambe,25.66,51.32,51.32
NIG,Germany,1977,,12,,ship engine,ship engine,12,,1982,New,MTU-16V-956 TB-92 (4400hp) diesel engine; for 3 Combattante-3B (Siri) FAC from France,1.5,18,18
NIG,Germany,1975,,8,,ship engine,ship engine,8,,1980,New,MTU-20V-956 TB92 (5530hp) diesel engine; for 2 Erinomi corvettes from UK,1.5,12,12
NIG,Germany,1974,?,10,?,UR-416,APC,10,?,1974,New,,0.15,1.5,1.5
NIG,Italy,1980,?,18,,A244,ASW torpedo,18,?,1982; 1983; 1984,New,A244S version for Lynx ASW helicopters and probably for 1 MEKO-360 (Aradu) frigate,0.25,4.5,4.5
NIG,Italy,1977,,1,,Albatros,naval SAM system,1,,1982,New,For 1 MEKO-360 (Republic) frigate from FRG,5,5,5
NIG,Italy,1977,?,25,?,Aspide,BVRAAM/SAM,25,?,1982,New,For MEKO-360 (Aradu) frigate,0.18,4.5,4.5
NIG,Italy,1982,,10,?,Aspide,BVRAAM/SAM,10,?,1983,New,For MEKO-360 Type (Aradu) frigate,0.18,1.8,1.8
NIG,Italy,1975,,2,,Compact 76mm,naval gun,2,,1980,New,For 2 Erinomi corvettes from UK,2.5,5,5
NIG,Italy,1977,,6,,Compact 76mm,naval gun,6,,1980; 1981; 1982,New,For 3 FPB-57 (Ekpe) FAC from FRG and 3 Combattante-3 (Siri) FAC from France,2.5,15,15
NIG,Italy,1977,,10,,Compact 40L70,naval gun,10,,1980; 1981; 1982,New,For 1 MEKO-360 (Republic or Aradu) frigate and 3 FPB-57 (Ekpe) FAC from FRG and 3 Combattante-3 (Siri) FAC from France,2.5,25,25
NIG,Italy,1978,?,1,,Compatto 127mm,naval gun,1,,1982,New,For 1 MEKO-360 (Republic or Aradu) frigate from FRG,5.25,5.25,5.25
NIG,Italy,1982,,5,,G-222,transport aircraft,5,?,1984; 1985,New,$117 m deal,12.8,64,64
NIG,Italy,1983,,2,,Lerici,MCM ship,2,,1987; 1988,New,$100 m deal; Nigerian designation Ohue,55,110,110
NIG,Italy,1983,,12,,MB-339A,trainer/combat aircraft,12,,1984; 1985,New,$82 m deal; MB-339AN version,5.1,61.2,61.2
NIG,Italy,1965,?,200,?,Model-56 105mm,towed gun,200,?,1965; 1966,New,,0.45,90,90
NIG,Italy,1977,,25,?,Otomat-1,anti-ship missile,25,?,1980; 1981,New,For FPB-57 Type (Ekpe) FAC,0.9,22.5,22.5
NIG,Italy,1977,?,15,?,Otomat-1,anti-ship missile,15,?,1982,New,For 1 MEKO-360 (Aradu) frigate,0.9,13.5,13.5
NIG,Italy,1982,,25,,Palmaria 155mm,self-propelled gun,25,?,1983; 1985; 1986,New,,1.2,30,30
NIG,Italy,1990,,13,,Palmaria 155mm,self-propelled gun,13,,1992; 1993; 1994,New,,1.2,15.6,15.6
NIG,Italy,1984,?,1,,RAT-31S,air search radar,1,,1985,New,Incl for civilian air traffic control,12,12,12
NIG,Netherlands,1970,?,6,,F-27 Friendship,transport aircraft,6,,1972,New,F-27 Mk-600M version,7,42,42
NIG,Netherlands,1982,?,2,,F-27 Maritime,maritime patrol aircraft,2,,1986,New,,8.5,17,17
NIG,Netherlands,1963,?,1,,Nigeria,frigate,1,,1966,New,,60,60,60
NIG,Netherlands,1965,,1,,PC-461,patrol craft,1,,1965,Second hand,Second-hand; aid,7.2,7.2,7.2
NIG,Netherlands,1977,,1,,STIR,fire control radar,1,,1982,New,For 1 MEKO-360 (Republic) frigate from FRG,4.5,4.5,4.5
NIG,Netherlands,1975,,2,,WM-20,fire control radar,2,,1980,New,For 2 Erinomi corvettes from UK; WM-24 version,6,12,12
NIG,Netherlands,1968,?,2,,WM-20,fire control radar,2,,1972,New,For 2 Dorina OPV from UK,6,12,12
NIG,Netherlands,1977,?,3,,WM-20,fire control radar,3,,1980; 1981,New,For 3 FPB-57 (Ekpe) FAC from FRG; WM-28/41 version,6,18,18
NIG,Netherlands,1977,,1,,WM-20,fire control radar,1,,1982,New,For 1 MEKO-360 (Republic or Aradu) frigate from FRG; WM-25 version,6,6,6
NIG,Poland,1965,?,6,,MiG-15UTI,trainer aircraft,6,,1967,Second hand,Second-hand,1.2,7.2,7.2
NIG,Romania,1991,?,11,?,APR-40 122mm,self-propelled MRL,11,?,1991; 1992,New,,0.6,6.6,6.6
NIG,Romania,1991,,4,?,M-82 130mm,towed gun,4,,1992,Second hand,Second-hand,0.26,1.04,1.04
NIG,Sudan,1967,?,2,,Jet Provost,trainer aircraft,2,,1967,Second hand,Second-hand; aid,0.48,0.96,0.96
NIG,Sweden,1975,,2,,375mm Twin,ASW MRL,2,,1980,New,For 2 Erinomi corvettes from UK,3.5,7,7
NIG,Sweden,1982,,48,?,FH-77 155mm,towed gun,48,?,1983; 1984; 1985,New,FH-77B version,1,48,48
NIG,Switzerland,1980,?,70,?,Piranha,APC,70,?,1980; 1981,New,6-wheeled and 8-wheeled version; incl ARV version,0.27,18.9,18.9
NIG,United Kingdom,1963,?,1,,102mm Mk-19,naval gun,1,,1965,Second hand but modernized,Second-hand; probably modernized before delivery; for 1 Nigeria frigate from Netherlands,1.49,1.49,1.49
NIG,United Kingdom,1982,?,4,?,aircraft engine,aircraft engine,4,?,1986,New,Rolls-Royce Dart turboprop for 2 F-27 Maritime MP aircraft from Netherlands,0.75,3,3
NIG,United Kingdom,1970,?,12,?,aircraft engine,aircraft engine,12,?,1972,New,Rolls-Royce Dart turboprop for 6 F-27 transport aircraft from Netherlands,0.75,9,9
NIG,United Kingdom,1977,,1,,AWS-5,air/sea search radar,1,,1982,New,For 1 MEKO-360 (Republic) frigate from FRG,6,6,6
NIG,United Kingdom,1982,,200,?,Blowpipe,portable SAM,200,?,1983; 1984,New,$28 m deal,0.06,12,12
NIG,United Kingdom,1971,,2,,Brooke-32m,patrol craft,2,,1974,New,Nigerian designation Makurdi,6,12,12
NIG,United Kingdom,1974,,2,,Brooke-32m,patrol craft,2,,1977,New,Nigerian designation Makurdi,6,12,12
NIG,United Kingdom,1977,,12,,Bulldog,trainer aircraft,12,,1978,New,$1.4 m deal; Bulldog-123 version,0.24,2.88,2.88
NIG,United Kingdom,1980,,5,,Bulldog,trainer aircraft,5,,1982,New,Bulldog-123 version,0.24,1.2,1.2
NIG,United Kingdom,1971,?,20,,Bulldog,trainer aircraft,20,,1973,New,Bulldog-123 version,0.24,4.8,4.8
NIG,United Kingdom,1977,?,3,?,Cymbeline,artillery locating radar,3,?,1978,New,,2.38,7.14,7.14
NIG,United Kingdom,1962,?,1,,DH-114 Heron,light transport aircraft,1,,1964,New,GBP0.08 m deal,1.5,1.5,1.5
NIG,United Kingdom,1975,,2,,Erinomi,corvette,2,,1980,New,,26.6,53.2,53.2
NIG,United Kingdom,1960,?,40,?,Ferret,APV,40,?,1961; 1962; 1963,New,,0.12,4.8,4.8
NIG,United Kingdom,1965,,6,,Ford,patrol craft,6,,1966; 1967; 1968,Second hand,Second-hand,2.2,13.2,13.2
NIG,United Kingdom,1960,,1,,Ford,patrol craft,1,,1962,New,,5.5,5.5,5.5
NIG,United Kingdom,1975,,55,?,Fox,armoured car,55,?,1977; 1978; 1979,New,,0.35,19.25,19.25
NIG,United Kingdom,1983,,18,,Jaguar-S,FGA aircraft,18,?,1984; 1985,New,Jaguar-SN version; incl 5 Jaguar-BN version,13,234,234
NIG,United Kingdom,1959,?,1,,LCT-4,landing craft,1,,1959,Second hand,Second-hand,5.32,5.32,5.32
NIG,United Kingdom,1981,,3,,Lynx,ASW helicopter,3,,1985,New,$20 m deal; Lynx Mk-89 version,8.5,25.5,25.5
NIG,United Kingdom,1981,,5,,MBT Mk-3/ARV,ARV,5,?,1983; 1984; 1985,New,Part of $115 m deal,1.19,5.95,5.95
NIG,United Kingdom,1985,,5,,MBT Mk-3/ARV,ARV,5,?,1985; 1986,New,,1.19,5.95,5.95
NIG,United Kingdom,1981,,6,,MBT Mk-3 VAB,armoured bridgelayer,6,?,1983; 1984; 1985,New,Part of $115 m deal,0.84,5.04,5.04
NIG,United Kingdom,1985,,6,,MBT Mk-3 VAB,armoured bridgelayer,6,?,1985; 1986,New,,0.84,5.04,5.04
NIG,United Kingdom,1981,,36,,MBT Mk-3,tank,36,?,1984; 1985,New,$115 m deal,1.64,59.04,59.04
NIG,United Kingdom,1985,,36,?,MBT Mk-3,tank,36,?,1985; 1986,New,,1.64,59.04,59.04
NIG,United Kingdom,1990,,64,?,MBT Mk-3,tank,64,,1992; 1993; 1994,New,Deal worth $282 m,1.64,104.96,104.96
NIG,United Kingdom,1965,?,1,,S-55,helicopter,1,,1966,Second hand,Second-hand; Whirlwind HAR-3 version,0.48,0.48,0.48
NIG,United Kingdom,1965,?,16,?,Saladin,armoured car,16,?,1966; 1967; 1968; 1969,Second hand,Probably second-hand,0.28,4.48,4.48
NIG,United Kingdom,1967,?,20,?,Saracen,APC,20,?,1968,Second hand,Second-hand,0.08,1.6,1.6
NIG,United Kingdom,1980,?,75,,AT-105 Saxon,APC,75,?,1980; 1981; 1982,New,For police,0.2,15,15
NIG,United Kingdom,1975,?,5,,Scimitar,light tank,5,?,1978,New,,0.83,4.15,4.15
NIG,United Kingdom,1975,?,140,?,Scorpion,light tank,140,?,1977; 1978; 1979,New,,0.83,116.2,116.2
NIG,United Kingdom,1975,?,40,?,Seacat,SAM,40,?,1980,New,For Erinomi corvettes,0.04,1.6,1.6
NIG,United Kingdom,1977,,2,,ship engine,ship engine,2,,1982,New,Rolls-Royce Olympus-TN-3B (25400hp) gas turbine for 1 MEKO-360 (Republic) frigate from FRG,6,12,12
NIG,United Kingdom,1975,?,12,?,Spartan,APC,12,?,1977; 1978; 1979,New,Incl Samson ARV and Sultan command post versions,0.25,3,3
NIG,United Kingdom,1983,,100,?,Swingfire,anti-tank missile,100,?,1984; 1985,New,,0.01,1,1
NIG,United Kingdom,1983,,12,?,Viper,turbojet,12,,1984; 1985,New,Viper-632 version for 12 MB-339AN trainer aircraft from Italy,0.4,4.8,4.8
NIG,United Kingdom,1968,?,2,,Vosper Mk-3,corvette,2,,1972,New,,25,50,50
NIG,United States,1982,,10,?,aircraft engine,aircraft engine,10,?,1984; 1985,New,General Electric T-64-IHI-10J (3500hp) turboprop for 5 G-222 transport aircraft from Italy,1.1,11,11
NIG,United States,1981,,3,,AQS-13F,ASW sonar,3,,1985,New,AQS-18 version for 3 Lynx ASW helicopters from UK,1.5,4.5,4.5
NIG,United States,1983,,3,,C-130H Hercules,transport aircraft,3,,1985,New,C-130H-30 version,28,84,84
NIG,United States,1974,,6,,C-130H Hercules,transport aircraft,6,,1975; 1976,New,$47 m deal,28,168,168
NIG,United States,1970,,1,,DC-6/C-118,transport aircraft,1,,1971,Second hand,Second-hand,3.4,3.4,3.4
NIG,United States,1977,?,28,,EE-30 30mm,naval gun,28,?,1978; 1980; 1981; 1982,New,For 3 FPB-57 (Ekpe) FAC from FRG and 3 Combattante-3 (Siri) FAC from France and modernization of 4 Argungu and 4 Brooke-32m (Makurdi) patrol craft,1,28,28
NIG,United States,1983,,2,,EE-30 30mm,naval gun,2,,1987; 1988,New,For 2 Lerici MCM ships from Italy,1,2,2
NIG,United States,1970,?,1,,FH-1100,light helicopter,1,,1971,Second hand,Probably second-hand,0.28,0.28,0.28
NIG,United States,1983,?,15,,Model-300,light helicopter,15,,1983,New,300C version,0.2,3,3
NIG,United States,1971,,3,,PA-31 Navajo,light transport aircraft,3,,1973,New,,0.75,2.25,2.25
NIG,United States,1974,?,1,?,PA-31 Navajo,light transport aircraft,1,?,1974,New,PA-31-350 Navajo Chieftain version,0.75,0.75,0.75
NIG,United States,1987,?,60,,RV-6,trainer aircraft,60,?,1989; 1990; 1991; 1993; 1994; 1995; 1996; 1997,New,Assembled from kits in Nigeria; Nigerian designation Air Beetle T-18,0.13,7.8,7.8
NIG,United States,1980,?,70,,vehicle engine,vehicle engine,70,?,1980; 1981,New,6V-53 diesel engine; for 70 Piranha APC from Switzerland,0.03,2.1,2.1
NIG,United States,1981,,47,,vehicle engine,vehicle engine,47,?,1983; 1984; 1985,New,12V-71 (720hp) diesel engine; for 47 MBT Mk-3 tanks from UK,0.11,5.17,5.17
NIG,United States,1985,,47,?,vehicle engine,vehicle engine,47,?,1985; 1986,New,12V-71 (720hp) diesel engine; for 47 MBT Mk-3 tanks from UK,0.11,5.17,5.17
NIG,United States,1990,,64,,vehicle engine,vehicle engine,64,,1992; 1993; 1994,New,12V-71 (720hp) diesel engine; for 64 MBT Mk-3 tanks from UK,0.11,7.04,7.04
NIG,Soviet Union,1984,?,24,,AI-25,turbofan,24,,1986; 1987,New,For 24 L-39 trainer aircraft from Czechoslovakia; Titan (AI-25TL) version produced in Czechoslovakia,0.6,14.4,14.4
NIG,Soviet Union,1976,?,10,?,BM-21 Grad 122mm,self-propelled MRL,10,?,1977; 1978,New,,0.6,6,6
NIG,Soviet Union,1966,?,90,?,D-30 122mm,towed gun,90,?,1966,New,Supplier uncertain; possibly Second-hand; could be Yugoslavia; no. could be up to 200,0.35,31.5,31.5
NIG,Soviet Union,1966,?,90,?,D-74 122mm,towed gun,90,?,1966,Second hand,Probably second-hand,0.16,14.4,14.4
NIG,Soviet Union,1969,?,4,,Il-28,bomber aircraft,4,,1969,Second hand,Second-hand,2.88,11.52,11.52
